,accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,decideCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
344,1.3764474473,6070001,5988387,8293,72638,2021-02-11 09:31:14.234,1496,82427,81614,5905960,415,20210211,00:00,2021-04-20 15:07:13.616
345,1.3776297085,6093362,6012501,8387,72936,2021-02-12 09:31:24.356,1507,82830,80861,5929671,416,20210212,00:00,2021-04-20 15:06:55.687
346,1.3761937602,6115330,6045079,8451,73227,2021-02-13 10:09:06.162,1514,83192,70251,5961887,417,20210213,00:00,2021-04-20 15:06:34.597
347,1.3777576226,6140079,6061879,8437,73559,2021-02-14 09:31:30.401,1522,83518,78200,5978361,418,20210214,00:00,2021-04-20 15:06:15.982
348,1.3786791602,6162852,6082706,8540,73794,2021-02-15 09:32:45.168,1527,83861,80146,5998845,419,20210215,00:00,2021-04-20 15:05:50.141
349,1.3740213206,6213483,6136586,8233,74551,2021-02-16 09:31:34.953,1534,84318,76897,6052268,420,20210216,00:00,2021-04-20 15:05:32.332
350,1.3726073220,6260560,6188150,8041,75360,2021-02-17 09:36:02.951,1538,84939,72410,6103211,421,20210217,00:00,2021-04-20 15:04:59.421
351,1.3728067142,6303207,6232487,8120,75896,2021-02-18 09:31:33.593,1544,85560,70720,6146927,422,20210218,00:00,2021-04-20 15:04:44.372
352,1.3724748676,6345985,6274869,8058,76513,2021-02-19 09:33:30.84,1550,86121,71116,6188748,423,20210219,00:00,2021-04-20 15:04:31.604
353,1.3709741787,6390625,6314488,7934,77083,2021-02-20 09:40:36.883,1553,86570,76137,6227918,425,20210220,00:00,2021-04-20 15:04:09.208
354,1.3724410801,6411333,6337977,7912,77516,2021-02-21 09:34:28.285,1557,86985,73356,6250992,426,20210221,00:00,2021-04-20 15:03:53.739
355,1.3736267193,6429137,6356676,7868,77887,2021-02-22 09:30:56.472,1562,87317,72461,6269359,427,20210222,00:00,2021-04-20 15:03:38.219
356,1.3701890693,6472671,6398606,7706,78394,2021-02-23 09:31:45.903,1573,87673,74065,6310933,428,20210223,00:00,2021-04-20 15:03:16.321
357,1.3690661254,6510981,6435993,7487,79050,2021-02-24 09:33:42.127,1576,88113,74988,6347880,429,20210224,00:00,2021-04-20 15:02:56.51
358,1.3653302859,6551206,6482534,7440,79487,2021-02-25 09:31:53.266,1581,88508,68672,6394026,430,20210225,00:00,2021-04-20 15:02:37.668
359,1.3631902593,6590042,6521100,7430,79880,2021-02-26 09:32:51.735,1585,88895,68942,6432205,431,20210226,00:00,2021-04-20 15:02:19.005
360,1.3618028555,6627207,6558218,7382,80333,2021-02-27 09:37:27.179,1595,89310,68989,6468908,433,20210227,00:00,2021-04-20 14:59:32.479
361,1.3634966705,6648996,6576107,7365,80697,2021-02-28 10:24:54.713,1603,89665,72889,6486442,434,20210228,00:00,2021-04-20 14:59:08.938
362,1.3655942458,6665747,6592002,7345,81070,2021-03-01 09:48:21.402,1605,90020,73745,6501982,435,20210301,00:00,2021-04-20 14:58:56.038
363,1.3673828261,6681969,6608537,7420,81338,2021-03-02 09:32:41.95,1606,90364,73432,6518173,436,20210302,00:00,2021-04-20 14:57:59.417
364,1.3654662799,6716196,6650329,7496,81700,2021-03-03 09:33:02.813,1612,90808,65867,6559521,437,20210303,00:00,2021-04-20 14:57:38.163
365,1.3633393924,6751893,6691804,7451,82162,2021-03-04 09:33:23.999,1619,91232,60089,6600572,438,20210304,00:00,2021-04-20 14:57:22.272
366,1.3624677096,6789004,6725297,7443,82560,2021-03-05 09:41:54.92,1627,91630,63707,6633667,439,20210305,00:00,2021-04-20 14:57:05.073
367,1.3623087379,6821936,6756765,7503,82913,2021-03-06 09:40:17.621,1632,92048,65171,6664717,440,20210306,00:00,2021-04-20 14:56:41.076
368,1.3644352882,6843119,6776723,7610,83220,2021-03-07 09:52:34.246,1634,92464,66396,6684259,441,20210307,00:00,2021-04-20 14:51:55.518
369,1.3659762557,6861802,6794408,7694,83474,2021-03-08 09:31:46.646,1642,92810,67394,6701598,442,20210308,00:00,2021-04-20 14:51:41.422
370,1.3648931953,6902977,6832476,7711,83900,2021-03-09 09:52:46.909,1645,93256,70501,6739220,443,20210309,00:00,2021-04-20 14:51:28.616
371,1.3645577504,6938877,6868599,7766,84312,2021-03-10 09:45:29.181,1648,93726,70278,6774873,444,20210310,00:00,2021-04-20 14:50:56.417
372,1.3633620071,6976978,6908730,7864,84675,2021-03-11 09:39:02.159,1652,94191,68248,6814539,445,20210311,00:00,2021-04-20 14:48:58.191
373,1.3634807664,7012657,6943919,7274,85743,2021-03-12 09:49:58.077,1662,94679,68738,6849240,446,20210312,00:00,2021-04-20 14:48:36.524
374,1.3636674313,7046775,6978901,6877,86625,2021-03-13 09:36:41.886,1667,95169,67874,6883732,447,20210313,00:00,2021-04-20 14:48:06.227
375,1.3667877215,7066394,6996551,6551,87408,2021-03-14 09:42:57.64,1669,95628,69843,6900923,448,20210314,00:00,2021-04-20 14:47:44.94
376,1.3689198014,7084930,7013340,6578,87754,2021-03-15 09:51:09.37,1675,96007,71590,6917333,449,20210315,00:00,2021-04-20 14:47:28.958
377,1.3673337899,7126067,7048023,6437,88255,2021-03-16 09:36:13.502,1678,96370,78044,6951653,450,20210316,00:00,2021-04-20 14:46:59.298
378,1.3662313887,7171500,7088038,6339,88814,2021-03-17 09:31:37.789,1686,96839,83462,6991199,451,20210317,00:00,2021-04-20 14:46:39.82
379,1.3647468455,7218077,7128355,6418,89178,2021-03-18 09:38:40.962,1688,97284,89722,7031071,452,20210318,00:00,2021-04-20 14:46:21.32
380,1.3620256974,7264931,7176590,6534,89523,2021-03-19 09:32:03.884,1690,97747,88341,7078843,453,20210319,00:00,2021-04-20 14:45:53.021
381,1.3607972486,7308935,7215917,6552,89949,2021-03-20 09:31:53.146,1693,98194,93018,7117723,454,20210320,00:00,2021-04-20 14:45:35.163
382,1.3636254938,7332699,7234391,6626,90328,2021-03-21 09:53:34.815,1696,98650,98308,7135741,455,20210321,00:00,2021-04-20 14:45:11.413
383,1.3658821352,7355954,7252822,6757,90611,2021-03-22 10:04:58.004,1697,99065,103132,7153757,456,20210322,00:00,2021-04-20 14:44:34.623
384,1.3616438070,7400980,7300808,6628,91079,2021-03-23 09:32:10.986,1704,99411,100172,7201397,457,20210323,00:00,2021-04-20 14:44:18.502
385,1.3589311485,7441203,7346877,6572,91560,2021-03-24 09:35:12.391,1707,99839,94326,7247038,458,20210324,00:00,2021-04-20 14:43:58.157
386,1.3551936113,7485852,7398869,6492,92068,2021-03-25 09:34:48.91,1709,100269,86983,7298600,459,20210325,00:00,2021-04-20 14:43:42.787
387,1.3520966636,7529391,7451982,6412,92630,2021-03-26 09:33:28.3,1716,100758,77409,7351224,460,20210326,00:00,2021-04-20 14:43:22.594
388,1.3506447984,7572556,7497382,6067,93475,2021-03-27 09:53:35.032,1721,101263,75174,7396119,461,20210327,00:00,2021-04-20 14:42:54.126
389,1.3535357754,7595584,7516979,6168,93855,2021-03-28 11:17:23.373,1722,101745,78605,7415234,462,20210328,00:00,2021-04-20 14:42:38.562
390,1.3549404905,7616317,7537379,6277,94124,2021-03-29 09:41:57.983,1726,102127,78938,7435252,463,20210329,00:00,2021-04-20 14:42:25.82
391,1.3522258784,7663991,7585567,6282,94563,2021-03-30 09:39:54.626,1729,102574,78424,7482993,465,20210330,00:00,2021-04-20 14:42:04.778
392,1.3498348063,7707792,7636490,6319,95030,2021-03-31 09:32:59.933,1731,103080,71302,7533410,466,20210331,00:00,2021-04-20 14:41:41.712
393,1.3496016740,7747295,7678636,6457,95439,2021-04-01 09:32:19.52,1735,103631,68659,7575005,467,20210401,00:00,2021-04-20 14:41:23.051
394,1.3500160284,7788290,7717538,6590,95861,2021-04-02 09:54:00.108,1737,104188,70752,7613350,468,20210402,00:00,2021-04-20 14:40:42.759
395,1.3506169731,7829596,7754308,6795,96196,2021-04-03 09:34:03.806,1740,104731,75288,7649577,469,20210403,00:00,2021-04-20 14:40:25.997
396,1.3549222354,7849470,7769671,6940,96589,2021-04-04 09:45:05.147,1744,105273,79799,7664398,470,20210404,00:00,2021-04-20 14:40:12.582
397,1.3577642823,7868815,7788318,7099,96900,2021-04-05 09:44:27.235,1748,105747,80497,7682571,471,20210405,00:00,2021-04-20 14:39:30.302
398,1.3545301282,7921284,7842129,7109,97363,2021-04-06 09:31:57.498,1752,106224,79155,7735905,472,20210406,00:00,2021-04-20 14:39:01.36
399,1.3545174256,7966161,7891519,7208,97928,2021-04-07 09:37:24.979,1756,106892,74642,7784627,473,20210407,00:00,2021-04-20 14:38:33.513
400,1.3560157697,8012415,7934421,7474,98360,2021-04-08 09:30:58.826,1758,107592,77994,7826829,474,20210408,00:00,2021-04-20 14:38:13.56
401,1.3571562435,8059107,7977195,7713,98786,2021-04-09 09:33:53.3,1764,108263,81912,7868932,475,20210409,00:00,2021-04-20 14:37:51.855
402,1.3589283551,8106625,8016611,7874,99301,2021-04-10 09:36:31.907,1765,108940,90014,7907671,476,20210410,00:00,2021-04-20 14:37:10.346
403,1.3630157591,8129527,8037618,7677,100109,2021-04-11 09:36:07.611,1768,109554,91909,7928064,477,20210411,00:00,2021-04-20 14:36:51.706
404,1.3669325463,8152778,8057530,7567,100804,2021-04-12 09:36:52.596,1770,110141,95248,7947389,478,20210412,00:00,2021-04-20 14:36:31.34
405,1.3639427573,8200514,8114930,7576,101332,2021-04-13 09:36:30.661,1775,110683,85584,8004247,479,20210413,00:00,2021-04-20 14:36:13.585
406,1.3635702742,8245383,8170756,7649,101983,2021-04-14 09:33:58.653,1782,111414,74627,8059342,480,20210414,00:00,2021-04-20 14:35:54.244
407,1.3637436290,8291121,8220900,7811,102513,2021-04-15 09:38:50.34,1788,112112,70221,8108788,481,20210415,00:00,2021-04-20 14:35:43.42
408,1.3650312837,8333331,8262448,7933,103062,2021-04-16 09:32:10.738,1790,112785,70883,8149663,482,20210416,00:00,2021-04-20 14:35:13.573
409,1.3656743037,8377778,8306739,8055,103594,2021-04-17 09:40:16.606,1794,113443,71039,8193296,483,20210417,00:00,2021-04-18 09:35:59.415
410,1.3709239987,8396066,8323875,8311,104006,2021-04-18 09:30:44.979,1797,114114,72191,8209761,484,20210418,00:00,2021-04-19 09:39:27.906
411,1.3739837378,8414821,8344058,8371,104474,2021-04-19 09:39:21.483,1801,114646,70763,8229412,485,20210419,00:00,null
412,1.3726760312,8458592,8392002,8166,105227,2021-04-20 09:34:02.801,1802,115195,66590,8276807,486,20210420,00:00,null
413,1.4755317026,5061279,4901894,12827,58253,2021-01-17 15:27:58.692,1249,72329,159385,4829565,487,20210117,00:00,2021-04-20 15:29:06.35
414,1.3750976675,8497594,8430383,8243,105877,2021-04-21 09:36:56.675,1806,115926,67211,8314457,488,20210421,00:00,null
415,1.3772840512,8537505,8470366,8394,106459,2021-04-22 09:31:58.246,1808,116661,67139,8353705,489,20210422,00:00,null
416,1.3796528397,8583530,8513591,8576,107071,2021-04-23 09:51:40.55,1811,117458,69939,8396133,490,20210423,00:00,null
417,1.3822066912,8632923,8554654,8650,107781,2021-04-24 09:38:23.778,1812,118243,78269,8436411,491,20210424,00:00,null
418,1.3860766953,8654791,8577231,8599,108475,2021-04-25 09:52:51.000,1813,118887,77560,8458344,492,20210425,00:00,null
419,1.3890340008,8672978,8594894,8719,108850,2021-04-26 09:42:14.75,1817,119386,78084,8475508,493,20210426,00:00,2021-04-27 09:37:24.371
420,1.3868895227,8721609,8645101,8383,109695,2021-04-27 09:34:47.417,1820,119898,76508,8525203,494,20210427,00:00,null
421,1.3886694305,8766491,8689325,8597,110248,2021-04-28 09:33:01.863,1821,120666,77166,8568659,495,20210428,00:00,2021-04-30 09:39:12.945
422,1.3907242112,8805774,8725382,8734,110787,2021-04-29 09:32:46.339,1825,121346,80392,8604036,496,20210429,00:00,2021-04-30 09:39:29.337
423,1.3918554433,8848292,8765781,8757,111422,2021-04-30 09:33:44.165,1828,122007,82511,8643774,497,20210430,00:00,null
424,1.3938570903,8883388,8798176,8466,112337,2021-05-01 09:17:27.172,1831,122634,85212,8675542,498,20210501,00:00,null
425,1.3986066364,8898234,8811627,8542,112865,2021-05-02 09:23:20.57,1833,123240,86607,8688387,499,20210502,00:00,null
426,1.4018098628,8915326,8826304,8538,113356,2021-05-03 09:31:59.949,1834,123728,89022,8702576,500,20210503,00:00,null
427,1.3995739863,8957155,8879059,8301,114128,2021-05-04 09:46:01.635,1840,124269,78096,8754790,501,20210504,00:00,null
428,1.4015026684,8994069,8915074,8154,114944,2021-05-05 09:37:42.237,1847,124945,78995,8790129,502,20210505,00:00,null
429,1.4049684926,9010992,8933937,8177,115491,2021-05-06 09:34:55.519,1851,125519,77055,8808418,503,20210506,00:00,null
430,1.4047878518,9051354,8972458,8162,116022,2021-05-07 09:38:57.839,1860,126044,78896,8846414,504,20210507,00:00,null
431,1.4065731673,9089166,9010907,7999,116881,2021-05-08 09:37:54.141,1865,126745,78259,8884162,505,20210508,00:00,null
432,1.4107056010,9105771,9024491,8012,117423,2021-05-09 09:38:01.137,1874,127309,81280,8897182,506,20210509,00:00,null
433,1.4136164637,9122059,9038661,8053,117844,2021-05-10 09:36:30.35,1875,127772,83398,8910889,507,20210510,00:00,null
434,1.4128508833,9164284,9079656,7686,118717,2021-05-11 09:39:41.186,1879,128282,84628,8951374,508,20210511,00:00,2021-05-27 09:53:30.741
435,1.4139993813,9201539,9117260,7661,119373,2021-05-12 09:38:47.792,1884,128918,84279,8988342,509,20210512,00:00,null
436,1.4161913364,9241153,9153636,7836,119906,2021-05-13 09:41:10.7,1891,129633,87517,9024003,510,20210513,00:00,null
437,1.4193209445,9281291,9186083,8092,120395,2021-05-14 09:44:47.494,1893,130380,95208,9055703,511,20210514,00:00,null
438,1.4215047097,9319094,9219878,7883,121282,2021-05-15 09:38:53.579,1896,131061,99216,9088817,512,20210515,00:00,null
439,1.4257899148,9336614,9234951,8007,121764,2021-05-16 09:26:31.589,1900,131671,101663,9103280,513,20210516,00:00,null
440,1.4299308998,9353300,9251496,8224,122163,2021-05-17 09:39:34.169,1903,132290,101804,9119206,514,20210517,00:00,null
441,1.4294430308,9395004,9291591,8283,122631,2021-05-18 09:41:35.393,1904,132818,103413,9158773,515,20210518,00:00,null
442,1.4314548779,9428644,9324150,8322,123237,2021-05-19 09:39:48.186,1912,133471,104494,9190679,516,20210519,00:00,null
443,1.4361751397,9447358,9338485,8542,123659,2021-05-20 09:35:45.542,1916,134117,108873,9204368,517,20210520,00:00,2021-05-21 09:47:58.875
444,1.4368773847,9487108,9372964,8598,124158,2021-05-21 09:36:32.023,1922,134678,114144,9238286,518,20210521,00:00,null
445,1.4393079615,9520966,9403408,8386,125032,2021-05-22 09:37:01.885,1926,135344,117558,9268064,519,20210522,00:00,null
446,1.4438928819,9536299,9414064,8117,125881,2021-05-23 09:37:54.099,1931,135929,122235,9278135,520,20210523,00:00,null
447,1.4466269101,9553613,9432909,8098,126427,2021-05-24 09:42:11.785,1934,136459,120704,9296450,521,20210524,00:00,2021-05-26 17:11:27.494
448,1.4455504748,9592727,9475629,8044,126993,2021-05-25 09:33:39.762,1938,136975,117098,9338654,522,20210525,00:00,2021-05-26 17:26:57.787
449,1.4479226274,9629450,9508381,8160,127574,2021-05-26 09:46:42.628,1940,137674,121069,9370707,523,20210526,00:00,2021-05-27 09:40:52.468
450,1.4493399059,9665693,9543034,8188,128180,2021-05-27 09:39:43.099,1943,138311,122659,9404723,524,20210527,00:00,null
451,1.4499377008,9702456,9579584,8193,128759,2021-05-28 09:34:29.553,1946,138898,122872,9440686,525,20210528,00:00,2021-05-29 09:47:35.466
452,1.4509249463,9733591,9609801,7741,129739,2021-05-29 09:45:26.765,1951,139431,123790,9470370,526,20210529,00:00,null
453,1.4541964496,9747614,9621121,7572,130381,2021-05-30 09:24:39.384,1957,139910,126493,9481211,527,20210530,00:00,null
454,1.4568360166,9761158,9633205,7558,130823,2021-05-31 09:34:29.254,1959,140340,127953,9492865,528,20210531,00:00,null
